0,15,0,0,0,0,0,0,43,0,0,48,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,50,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,49,0,0,0,0,27,0,22,0,0,0,0,0,13,0,0,0,30,0,0,0,0,44,0,0,0,0,0,0,0,14,0,41,0,9,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,14,0,0,14,0,0,27,0,0,0,39,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,9,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,48,0,0,0,0,15,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,42,0,17,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,13,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,16,0,0,5,0,0
0,0,0,0,0,14,32,0,0,0,0,48,0,0,0,0,0,0,23,0,0,0,0,0,0,11,0,5,0,33,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,20,48,0,0,0,0,0,0,23,0,0,0,0,0,0,47,0,0,23,0,0,49,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,49,0,0,27,0,13,0,27,0,0,0,0,0,0,46,0,45,0,0,0,0,0,0,0,19,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,24,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,44,0,25,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,23,0,0,23,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,0,0,26,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,36,0,0,0,44,0,0,14,0,29,0,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
0,0,0,0,0,3,21,0,45,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,30,0,0,0,19,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,43,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,19,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,29,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,13,0,0,46,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,32,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,42,0,0,0,28,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
0,0,0,0,41,0,0,0,0,0,41,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,22,0,0,0,0,0,30,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,30,0,23,0,0,0,48,0,0,0,0,15,0,13,0,0,49,35,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7,0,0,0,0,0,0,10,31,0,0,0,0,0,0,15,28,0,0,0,0,40,0,0,0,0,0,0,0,32,43,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,39,0,0,0,0,15,0,0,0,0,6,31,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,26,45,2,18,0,0,0,0,0,9,48,36,30,0,0,0,0,0,0,0,0
0,0,0,0,0,0,27,0,37,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,22,0,0,0,0,0,31,0,0,0,0,0,0,0,0,14,7,0,2,12,0,16,0,35,0,0,0,48,0,0,0,0,0,0,7,16,0,0,0,0,37,0,0,0,0,0,0,0,25,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,41,20,0,0,0,0,0,0,0,0,42,0,0,45,0,0,10,0,0,0,0,0,0,0,0,0,31,0,0,0,27,35,0,0,0,40,0,0,0,41,0,27,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,23,0,0,0,0,0,9,0,0,0,0,0,0,25,0,30,0,0,0,0,50,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,30,48,0,0,0,0,22,0,18,0,0
0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,17,9,0,0,0,0,0,24,0,0,31,0,0,0,0,34,4,26,0,28,0,0,0,0,0,43,11,0,0,0,29,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,40,0,0,0,0,0,0,0,0,48,0,14,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,37,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,14,5,0,0,0,0,0,0,7,0,0,0,0,45,0,15,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,34,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,43,0,0,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,17,0,19,30,0,0,0,0,0
0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,32,37,0,0,0,0,0,0,20,0,0,4,3,14,0,0,0,0,0,0,0,8,0,4,0,18,0,0,45,37,0,29,0,42,0,0,0,0,33,0,0,0,0,0,0,2,0,0,43,0,0,12,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,40,41,0,40,0,0,0,0,0,0,11,0,0,0,0,0,0,0,28,24,0,0,0,19,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,43,41,0,0,0,0,0,0,0,0,0,0,35,27,0,0,19,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,35,0,0,0,14,0,0,0,0,0,39,0,0,0,0,0,34,0,0,0,0,20,0,0,0,20,0,24,3,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,28,14,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,19,0,46,0
0,0,0,0,0,0,0,0,0,0,11,43,0,0,0,0,0,47,0,15,0,0,0,0,25,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,21,0,0,0,0,0,0,0,0,46,0,0,0,38,0,0,0,0,0,0,0,29,46,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18,40,0,34,0,0,0,0,0,0,49,0,0,0,20,11,0,0,0,0,23,0,0,19,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,38,0,40,0,0,0,48,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,16,0,26,0,0,39,0,37,0,32,0,0,0,0,0,0,0,0,0,15,3,0,0,8,0,0,0,0,0,0,20,0,0,0,4,0,32,0,0,48,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,42,0,0,0,1,0,36,0,0,0,0
0,0,16,42,14,0,0,0,0,0,0,0,0,6,25,0,0,0,7,0,0,0,0,48,0,0,24,0,0,19,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,15,47,37,0,0,0,0,0,0,0,0,42,0,0,42,13,0,0,0,0,25,0,0,0,37,0,26,0,0,0,0,0,0,29,39,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,35,0,0,0,7,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,11,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,12,0,0,0,13,0,0,0,6,0,0,0,0,26,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,41,0,0,0,0,0,0,0,0,0,0,20,0,0,0,27,37,0,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,21,0,9
0,0,0,25,0,0,0,38,40,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,22,0,0,9,0,0,0,44,0,0,0,0,0,0,13,0,0,0,0,13,0,0,15,0,0,0,0,0,0,13,0,22,0,0,11,0,0,0,0,10,0,0,50,0,0,0,4,0,0,0,49,0,0,0,0,0,14,0,0,0,0,0,0,0,9,0,15,35,0,33,0,36,0,0,0,0,0,0,0,44,0,23,0,0,0,11,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,50,0,0,0,0,0,0,0,37,2,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,47,15,0,33,0,0,0,40,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,18,30,26,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,35,0,0,0,0,0,20,0,0,0
